Job
Labour nec 99
Construction 95
Village officials 31
Clerical nec 35
Rubber/plastic 90
Construction 95
Drivers 98
Police 57
Construction 95
Journalists 16
Electrical 85
Nursing 8
Electrical 85
Teachers 15
Construction 95
Construction 95
Loaders 97
Loaders 97
Nursing 8
Teachers 15
Loaders 97
Construction 95
Forestry 66
Manuf agents 41
Miners 71
Painters 93
Teachers 15
"Sales, shop 43"
Shopkeepers 40
Shopkeepers 40
Drivers 98
Wood/paper 73
Construction 95
Shopkeepers 40
Shopkeepers 40
Shopkeepers 40
Shopkeepers 40
Construction 95
Shopkeepers 40
Drivers 98
Shopkeepers 40
Construction 95
Construction 95
Tailors 79
Construction 95
Loaders 97
Shopkeepers 40
Construction 95
Cooks/waiters 52
Construction 95
Shopkeepers 40
Village officials 31
Teachers 15
Police 57
Drivers 98
Teachers 15
Construction 95
Labour nec 99
Teachers 15
Police 57
Police 57
Construction 95
Teachers 15
Construction 95
Labour nec 99
Eng. tech 3
Police 57
Construction 95
Physicians 7
Loaders 97
Potters 89
Potters 89
Drivers 98
Loaders 97
Loaders 97
"Sales, shop 43"
Clerical supe 30
Labour nec 99
Drivers 98
"Sales, shop 43"
Drivers 98
"Sales, shop 43"
Drivers 98
Tailors 79
Loaders 97
"Sales, shop 43"
"Sales, shop 43"
Clerical nec 35
Drivers 98
Police 57
Drivers 98
Telephone op 39
"Sales, shop 43"
"Sales, shop 43"
Drivers 98
Nursing 8
"Sales, shop 43"
Teachers 15
Shoe makers 80
Construction 95
Loaders 97
Printing 92
Clerical nec 35
Engineers 2
Engineers 2
Clerical supe 30
Mgr manf 24
Teachers 15
Accountants 12
Computing op 34
Teachers 15
Construction 95
Construction 95
Construction 95
Book-keepers 33
"Sales, shop 43"
Computing op 34
Life scientists 5
Teachers 15
Clerical nec 35
"Sales, nec 49"
Govt officials 21
Teachers 15
Electrical 85
Teachers 15
Clerical nec 35
Accountants 12
Teachers 15
Teachers 15
Clerical supe 30
"Sales, shop 43"
Drivers 98
Shopkeepers 40
Drivers 98
Teachers 15
Teachers 15
Shopkeepers 40
Assemblers 84
Assemblers 84
Electrical 85
Engineers 2
Drivers 98
Drivers 98
Shopkeepers 40
Shopkeepers 40
Teachers 15
Clerical nec 35
Clerical nec 35
"Sales, shop 43"
Police 57
Unidentifiable occ X1
Maids 53
"Sales, shop 43"
Mgr service 26
Teachers 15
Cooks/waiters 52
"Sales, shop 43"
"Sales, shop 43"
"Sales, shop 43"
"Sales, shop 43"
"Sales, shop 43"
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
"Sales, shop 43"
Construction 95
Construction 95
Construction 95
Construction 95
Drivers 98
Food 77
Clerical nec 35
Carpenters 81
Drivers 98
Teachers 15
Electrical 85
Accountants 12
Construction 95
Construction 95
Electrical 85
Computing op 34
Electrical 85
Shopkeepers 40
Electrical 85
Telephone op 39
Computing op 34
Police 57
Electrical 85
Electrical 85
Teachers 15
Assemblers 84
Nursing 8
Mgr finance 23
Engineers 2
Teachers 15
Mgr finance 23
Teachers 15
Drivers 98
Drivers 98
Drivers 98
Machine tool op 83
Construction 95
Maids 53
Clerical nec 35
Teachers 15
Mgr manf 24
Computing op 34
Police 57
Police 57
Teachers 15
Teachers 15
Teachers 15
Teachers 15
Police 57
Teachers 15
Govt officials 21
Nursing 8
Tailors 79
Teachers 15
Clerical supe 30
Mgr service 26
Eng. tech 3
Construction 95
Loaders 97
Maids 53
Construction 95
Lawyers 14
Construction 95
Construction 95
Drivers 98
Wood/paper 73
Clerical nec 35
Ag labour 63
Ag labour 63
Loaders 97
Ag labour 63
"Sales, shop 43"
Drivers 98
Ag labour 63
Life scientists 5
Technical sales 42
Book-keepers 33
Teachers 15
Ag labour 63
Carpenters 81
Carpenters 81
Maids 53
Ag labour 63
Ag labour 63
Ag labour 63
Ag labour 63
Ag labour 63
Clerical nec 35
Nursing 8
Forestry 66
Nursing 8
Ag labour 63
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Teachers 15
Police 57
Construction 95
Construction 95
Construction 95
Production nec 94
Forestry 66
Forestry 66
Construction 95
Stone cutters 82
Stone cutters 82
Construction 95
Construction 95
Machine tool op 83
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Ag labour 63
Construction 95
Construction 95
Construction 95
Construction 95
Assemblers 84
Drivers 98
Construction 95
Construction 95
Clerical nec 35
Clerical nec 35
Electrical 85
Construction 95
Construction 95
Construction 95
Construction 95
Drivers 98
Construction 95
Construction 95
Electrical 85
Construction 95
Teachers 15
Construction 95
Construction 95
Sweepers 54
Teachers 15
Construction 95
Teachers 15
Teachers 15
Construction 95
Construction 95
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Construction 95
Clerical supe 30
Electrical 85
Construction 95
Construction 95
Teachers 15
Teachers 15
Construction 95
Cooks/waiters 52
Construction 95
Teachers 15
Construction 95
Construction 95
Clerical nec 35
Police 57
Police 57
Cooks/waiters 52
Teachers 15
Cooks/waiters 52
Construction 95
Construction 95
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Cooks/waiters 52
Plumbers/welders 87
Plumbers/welders 87
Construction 95
Construction 95
Construction 95
Construction 95
Stone cutters 82
Construction 95
Construction 95
Construction 95
Maids 53
Construction 95
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Carpenters 81
Construction 95
Construction 95
Clerical nec 35
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Clerical nec 35
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Carpenters 81
Physicians 7
Clerical supe 30
Clerical nec 35
Construction 95
Construction 95
Construction 95
Construction 95
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Assemblers 84
Construction 95
Construction 95
Drivers 98
Construction 95
Plumbers/welders 87
Ag labour 63
Construction 95
Teachers 15
Nursing 8
Construction 95
Teachers 15
Computing op 34
Ag labour 63
Ag labour 63
Construction 95
Police 57
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Barbers 56
Construction 95
Drivers 98
Construction 95
Construction 95
Construction 95
Electrical 85
Tailors 79
Construction 95
Construction 95
Construction 95
Construction 95
"Sales, shop 43"
Teachers 15
Construction 95
Construction 95
Electrical 85
Electrical 85
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Police 57
Teachers 15
Construction 95
Construction 95
Ag labour 63
Construction 95
Construction 95
Teachers 15
Construction 95
Maids 53
Construction 95
Construction 95
Drivers 98
Cooks/waiters 52
Plumbers/welders 87
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Labour nec 99
Construction 95
Construction 95
Labour nec 99
Loaders 97
Machine tool op 83
Tailors 79
Carpenters 81
Construction 95
Machine tool op 83
Construction 95
Sweepers 54
Construction 95
Shopkeepers 40
Police 57
Mail distributors 38
Printing 92
Clerical supe 30
Teachers 15
Construction 95
Cooks/waiters 52
Labour nec 99
Construction 95
Construction 95
Manuf agents 41
Technical sales 42
Construction 95
Construction 95
Construction 95
Drivers 98
Labour nec 99
Construction 95
Construction 95
Police 57
Police 57
Drivers 98
Electrical 85
Electrical 85
Police 57
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Ag labour 63
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Loaders 97
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Police 57
Teachers 15
Mail distributors 38
Shopkeepers 40
Police 57
Teachers 15
Construction 95
Clerical nec 35
Drivers 98
Clerical nec 35
Construction 95
Construction 95
Clerical nec 35
Clerical supe 30
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Clerical nec 35
Clerical nec 35
Construction 95
Construction 95
Construction 95
Construction 95
Cooks/waiters 52
Clerical nec 35
Labour nec 99
Elected officials 20
Clerical nec 35
Construction 95
Clerical nec 35
Construction 95
Assemblers 84
Labour nec 99
Labour nec 99
Maids 53
Labour nec 99
Drivers 98
Plumbers/welders 87
Police 57
Mgr finance 23
Physical sci tech 1
Construction 95
Nursing 8
Construction 95
Transp conductors 37
Construction 95
Construction 95
Construction 95
Clerical nec 35
Teachers 15
"Sales, shop 43"
Drivers 98
Construction 95
Teachers 15
Construction 95
Clerical nec 35
Construction 95
Drivers 98
Construction 95
Drivers 98
Construction 95
"Sales, shop 43"
Clerical nec 35
Construction 95
Drivers 98
"Sales, shop 43"
Drivers 98
Construction 95
Hotel/restaurant 50
Stone cutters 82
Sweepers 54
Sweepers 54
Sweepers 54
"Sales, shop 43"
Service nec 59
Stone cutters 82
Loaders 97
Maids 53
Construction 95
Teachers 15
Teachers 15
Teachers 15
Teachers 15
Teachers 15
Teachers 15
Teachers 15
Cooks/waiters 52
Clerical supe 30
Telephone op 39
Teachers 15
Mgr finance 23
Plumbers/welders 87
Teachers 15
Teachers 15
Construction 95
Construction 95
Book-keepers 33
Drivers 98
Police 57
Tailors 79
Construction 95
Construction 95
Manuf agents 41
Shopkeepers 40
Maids 53
Teachers 15
Ag labour 63
Construction 95
Construction 95
Ag labour 63
Construction 95
Construction 95
Construction 95
Stone cutters 82
Loaders 97
Ag labour 63
Clerical nec 35
Construction 95
Loaders 97
Ag labour 63
Construction 95
Painters 93
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Plumbers/welders 87
Construction 95
Police 57
Construction 95
Construction 95
Construction 95
Construction 95
Teachers 15
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Managerial nec 29
Construction 95
Clerical nec 35
Construction 95
Construction 95
Mail distributors 38
Loaders 97
Construction 95
Ag labour 63
Construction 95
Construction 95
Stone cutters 82
Stone cutters 82
Ag labour 63
Ag labour 63
Construction 95
Stone cutters 82
Construction 95
Construction 95
Carpenters 81
Labour nec 99
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Teachers 15
Stone cutters 82
Clerical nec 35
Construction 95
Police 57
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Police 57
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Labour nec 99
Construction 95
Construction 95
Construction 95
Ag labour 63
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Mgr finance 23
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Journalists 16
Construction 95
Sweepers 54
Sweepers 54
Construction 95
Nursing 8
Clerical nec 35
Clerical supe 30
Teachers 15
Loaders 97
Service nec 59
Physicians 7
Teachers 15
Clerical nec 35
Drivers 98
Teachers 15
Drivers 98
Construction 95
Construction 95
Engineers 2
Construction 95
Potters 89
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Clerical nec 35
Construction 95
Potters 89
Construction 95
Construction 95
Construction 95
Unidentifiable occ X1
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Clerical nec 35
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Clerical supe 30
Construction 95
Construction 95
Clerical nec 35
Construction 95
Construction 95
Other scientific 9
Construction 95
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Loaders 97
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Clerical nec 35
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Loaders 97
Construction 95
Painters 93
Drivers 98
Construction 95
Construction 95
Construction 95
Loaders 97
Construction 95
Construction 95
Construction 95
Drivers 98
Painters 93
Construction 95
Construction 95
Construction 95
Construction 95
Drivers 98
Loaders 97
Electrical 85
Construction 95
Construction 95
Clerical nec 35
Construction 95
Construction 95
Construction 95
Loaders 97
Loaders 97
Clerical nec 35
Construction 95
Teachers 15
Painters 93
Stone cutters 82
Construction 95
Construction 95
Forestry 66
Construction 95
Loaders 97
Loaders 97
Loaders 97
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
FIRE sales 44
Construction 95
Construction 95
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Govt officials 21
Construction 95
Teachers 15
Computing op 34
Construction 95
Construction 95
Construction 95
Cooks/waiters 52
Clerical nec 35
Construction 95
Construction 95
Stone cutters 82
Stone cutters 82
Drivers 98
Construction 95
Construction 95
Police 57
Police 57
Construction 95
Police 57
Stone cutters 82
Drivers 98
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Clerical nec 35
Clerical nec 35
Electrical 85
Construction 95
Electrical 85
Book-keepers 33
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Police 57
Construction 95
Police 57
Construction 95
Construction 95
Drivers 98
Book-keepers 33
Teachers 15
Construction 95
Construction 95
Nursing 8
Construction 95
Construction 95
Electrical 85
Clerical nec 35
Construction 95
Nursing 8
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Police 57
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Assemblers 84
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Assemblers 84
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Teachers 15
Construction 95
Construction 95
Construction 95
Construction 95
Clerical supe 30
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Carpenters 81
Construction 95
Construction 95
Construction 95
Construction 95
Plumbers/welders 87
Construction 95
Police 57
Construction 95
Construction 95
Machine tool op 83
Drivers 98
Construction 95
Clerical nec 35
Drivers 98
Drivers 98
Construction 95
Computing op 34
Construction 95
Construction 95
Construction 95
Clerical nec 35
Construction 95
Drivers 98
Construction 95
Construction 95
Construction 95
Cooks/waiters 52
Construction 95
Clerical nec 35
Construction 95
Construction 95
Electrical 85
Carpenters 81
Construction 95
Plumbers/welders 87
Construction 95
Construction 95
Drivers 98
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Drivers 98
Construction 95
Drivers 98
Construction 95
Clerical supe 30
Construction 95
Teachers 15
Construction 95
Construction 95
Construction 95
Teachers 15
Clerical supe 30
Construction 95
Construction 95
Construction 95
Construction 95
Loaders 97
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Teachers 15
Teachers 15
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Accountants 12
Carpenters 81
Loaders 97
Teachers 15
Physicians 7
Nursing 8
Clerical nec 35
Shopkeepers 40
FIRE sales 44
Nursing 8
Clerical nec 35
Construction 95
Drivers 98
Construction 95
Teachers 15
Metal workers 72
Construction 95
Plumbers/welders 87
Drivers 98
Accountants 12
Teachers 15
Police 57
Maids 53
Drivers 98
Clerical nec 35
Other scientific 9
Engineers 2
Electrical 85
Cooks/waiters 52
Construction 95
Teachers 15
Drivers 98
Clerical nec 35
Construction 95
Electrical 85
Construction 95
Drivers 98
Construction 95
Teachers 15
Book-keepers 33
Police 57
Teachers 15
Construction 95
Cooks/waiters 52
Construction 95
Maids 53
Shopkeepers 40
Technical sales 42
Performers 18
Cooks/waiters 52
Cooks/waiters 52
Painters 93
Construction 95
Clerical nec 35
Construction 95
Assemblers 84
Clerical supe 30
Nursing 8
Painters 93
Shoe makers 80
Clerical supe 30
Drivers 98
Construction 95
Carpenters 81
Construction 95
Construction 95
Construction 95
Clerical nec 35
Computing op 34
Teachers 15
Ag labour 63
Lawyers 14
Teachers 15
Plumbers/welders 87
Construction 95
Construction 95
Police 57
Tailors 79
Tailors 79
Carpenters 81
Construction 95
Drivers 98
Labour nec 99
Labour nec 99
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Tailors 79
Construction 95
Carpenters 81
Construction 95
Clerical nec 35
Clerical nec 35
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Clerical nec 35
Clerical supe 30
Clerical supe 30
Carpenters 81
Carpenters 81
Drivers 98
Transp/commun supe 36
Drivers 98
Clerical nec 35
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Professional nec 19
Teachers 15
Teachers 15
Teachers 15
Construction 95
Clerical nec 35
Construction 95
Construction 95
Construction 95
Construction 95
Clerical nec 35
Teachers 15
Construction 95
Ag labour 63
Construction 95
Carpenters 81
Construction 95
Construction 95
Construction 95
Drivers 98
Govt officials 21
Construction 95
Drivers 98
Construction 95
Construction 95
"Sales, shop 43"
Construction 95
Construction 95
Construction 95
Construction 95
Service nec 59
Painters 93
Construction 95
Electrical 85
Teachers 15
Construction 95
Printing 92
Clerical supe 30
Construction 95
Construction 95
Electrical 85
Construction 95
Construction 95
Construction 95
Teachers 15
Construction 95
Construction 95
Clerical nec 35
Construction 95
Construction 95
Construction 95
Cooks/waiters 52
Clerical nec 35
Clerical nec 35
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Clerical nec 35
Food 77
Ag labour 63
Teachers 15
Construction 95
Construction 95
Police 57
Food 77
Construction 95
Cooks/waiters 52
Drivers 98
Construction 95
Drivers 98
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Govt officials 21
Construction 95
Clerical nec 35
Carpenters 81
Construction 95
Cooks/waiters 52
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Construction 95
Drivers 98
